s0,r0,-0.5558390672442244,9.017169195260552,5.219765309753446,-0.011809401074608893,-0.011809401074608893,98.47287222154074,-38.11446982400023
s0,r1,-0.5354001610070014,9.017169195260552,4.724503063372932,-0.012567594045601642,-0.012567594045601631,91.41018770695194,-37.42005289685829
s0,r2,7.6091578483205184,9.017169195260552,5.470817383016856,0.1542460873927796,0.1542460873927795,80.51740235179275,-31.222416723023333
s1,r0,0.6674840306546058,8.25943416974276,5.219765309753446,0.01548244717758831,0.015482447177588326,89.30435002369185,-35.906457924282236
s1,r1,0.4225598605912772,8.25943416974276,4.724503063372932,0.010828836825655998,0.010828836825655995,72.77321761456338,-38.80234328478409
s1,r2,-5.871417261036302,8.25943416974276,5.470817383016856,-0.12993927252757004,-0.12993927252756998,81.23866900351734,-32.43529374018416
s2,r0,0.18733486345994957,14.069982350704512,5.219765309753446,0.002550786317211175,0.0025507863172111755,173.30399437831653,-52.62717054613461
s2,r1,-1.399198373281763,14.069982350704512,4.724503063372932,-0.021048909650744328,-0.02104890965074431,181.40358415512986,-32.07966435998526
s2,r2,23.678182350173895,14.069982350704512,5.470817383016856,0.3076115159561123,0.3076115159561122,157.27673215942423,-23.136779514503843
s0,r0,-1.2441849845116586,7.073512075984329,5.254825015206626,-0.033472765714118106,-0.033472765714118086,70.2154241109414,-29.381330680523686
s0,r1,-1.836036300881745,7.073512075984329,6.000090629906567,-0.043260183161215625,-0.04326018316121564,75.33114529643207,-27.118863241391544
s0,r2,5.52070175315197,7.073512075984329,6.030233880537467,0.12942704329017152,0.12942704329017143,71.8887467235423,-24.37182197968337
s1,r0,1.4392297481387337,8.992798880915139,5.254825015206626,0.030456289195760808,0.030456289195760804,97.8150024806906,-30.21263989444004
s1,r1,1.2039789471405562,8.992798880915139,6.000090629906567,0.02231342316734293,0.02231342316734296,107.72530334046914,-32.85829331971012
s1,r2,-7.224480286534483,8.992798880915139,6.030233880537467,-0.1332224981488619,-0.1332224981488619,108.3986411215173,-23.27456667503591
s2,r0,-1.2869198008339366,9.711165740871351,5.254825015206626,-0.025218651382763736,-0.025218651382763715,92.77212944579861,-31.121709773473953
s2,r1,-1.2005391580366733,9.711165740871351,6.000090629906567,-0.020603791831305222,-0.02060379183130523,118.37932280069909,-32.7111225176616
s2,r2,17.22416982051841,9.711165740871351,6.030233880537467,0.29412556605328194,0.2941255660532817,81.39661236291742,-18.169498059486024
s0,r0,0.44042328851317303,8.710203157984155,3.8015590942203223,0.013300876003739942,0.013300876003739946,72.78086026075603,-37.27932250839177
s0,r1,0.009512537535417382,8.710203157984155,3.417310796023839,0.00031958296388417143,0.00031958296388416736,74.81169911166047,-79.50256344944165
s0,r2,10.443371733060596,8.710203157984155,5.877523629497508,0.20399431691614206,0.2039943169161418,61.00864361176055,-19.328401599974107
s1,r0,-0.21653440462630896,7.1724165301925,3.8015590942203223,-0.007941447359780078,-0.00794144735978009,51.24851167501092,-41.88723951306893
s1,r1,0.10794732470803409,7.1724165301925,3.417310796023839,0.004404147972291019,0.0044041479722910035,53.556682802929316,-46.45661605032385
s1,r2,-7.118876164359441,7.1724165301925,5.877523629497508,-0.16886962994472476,-0.16886962994472465,71.406429398197,-20.226661257311015
s2,r0,-0.2057056612526162,5.945141145308839,3.8015590942203223,-0.009101696055820658,-0.009101696055820665,36.16936292517747,-39.707184938529316
s2,r1,0.14221560778082906,5.945141145308839,3.417310796023839,0.0070000414759893315,0.007000041475989302,35.434474624033676,-42.926463739508854
s2,r2,11.505908577440888,5.945141145308839,5.877523629497508,0.32927925109818873,0.3292792510981884,36.679411686251896,-16.072488185137935
s0,r0,-0.04421372762568299,5.151758337233822,3.6484309550415412,-0.0023523152118039292,-0.00235231521180393,36.04909964254468,-52.576575567374185
s0,r1,0.7711184930526114,5.151758337233822,4.690911530655011,0.03190864730163247,0.03190864730163246,40.0378211230076,-29.819610878992
s0,r2,2.9668350699695853,5.151758337233822,4.481005982568472,0.12851753813850705,0.1285175381385071,31.784721372381945,-25.4028906905435
s1,r0,-0.035267428728697564,6.204834333909908,3.6484309550415412,-0.0015578924585605838,-0.0015578924585605799,41.44198330992368,-55.79149625171251
s1,r1,0.12076760968687074,6.204834333909908,4.690911530655011,0.0041491872783898055,0.004149187278389812,45.04183406251827,-47.277814746140756
s1,r2,-3.455795472074545,6.204834333909908,4.481005982568472,-0.124291754053401,-0.12429175405340101,53.892906492225805,-26.330834220762142
